Id,DateOfPrice,Value
share_1,08/22/2022 00:00:00,10
share_1,08/23/2022 00:00:00,10.013000425595852
share_1,08/24/2022 00:00:00,9.922070714988665
share_1,08/25/2022 00:00:00,10.046866787301843
share_1,08/26/2022 00:00:00,10.293249712521776
share_1,08/29/2022 00:00:00,10.348611422300817
share_1,08/30/2022 00:00:00,10.445604063609096
share_1,08/31/2022 00:00:00,10.3263210281033
share_1,09/01/2022 00:00:00,10.128753518348917
share_1,09/02/2022 00:00:00,10.13355581602611
share_1,09/05/2022 00:00:00,9.985072298389515
share_1,09/06/2022 00:00:00,9.7582856206485
share_1,09/07/2022 00:00:00,9.863780795263635
share_1,09/08/2022 00:00:00,9.976463102398155
share_1,09/09/2022 00:00:00,10.10460137351044
share_1,09/12/2022 00:00:00,10.115307091585171
share_1,09/13/2022 00:00:00,10.171350222364469
share_1,09/14/2022 00:00:00,10.29374910376995
share_1,09/15/2022 00:00:00,10.120222209779202
share_1,09/16/2022 00:00:00,9.96107902308163
share_1,09/19/2022 00:00:00,9.972612826138363
share_1,09/20/2022 00:00:00,10.090879087215166
share_1,09/21/2022 00:00:00,10.039558846509529
share_1,09/22/2022 00:00:00,10.306702678708026
share_1,09/23/2022 00:00:00,10.349314147623367
share_1,09/26/2022 00:00:00,10.524701082845432
share_1,09/27/2022 00:00:00,10.665362488504005
share_1,09/28/2022 00:00:00,10.961413082365645
share_1,09/29/2022 00:00:00,10.899989277331098
share_1,09/30/2022 00:00:00,11.02596703926101
share_1,10/03/2022 00:00:00,10.988400954836534
share_1,10/04/2022 00:00:00,11.048600638034243
share_1,10/05/2022 00:00:00,10.95190384547754
share_1,10/06/2022 00:00:00,11.099114315621465
share_1,10/07/2022 00:00:00,11.277775591109437
share_1,10/10/2022 00:00:00,11.167270240158071
share_1,10/11/2022 00:00:00,11.218484955537852
share_1,10/12/2022 00:00:00,11.097361269444812
share_1,10/13/2022 00:00:00,11.116108583262953
share_1,10/14/2022 00:00:00,11.01604268306195
share_1,10/17/2022 00:00:00,10.976595514936182
share_1,10/18/2022 00:00:00,11.056224774450301
share_1,10/19/2022 00:00:00,11.00595098404943
share_1,10/20/2022 00:00:00,11.080134492817168
share_1,10/21/2022 00:00:00,10.995339439001418
