Id,DateOfPrice,Value
share_1,08/22/2022 00:00:00,10
share_2,08/22/2022 00:00:00,10
share_3,08/22/2022 00:00:00,10
share_4,08/22/2022 00:00:00,10
share_5,08/22/2022 00:00:00,10
share_1,08/23/2022 00:00:00,10.101720425190004
share_2,08/23/2022 00:00:00,10.159721912141421
share_3,08/23/2022 00:00:00,9.921691157545405
share_4,08/23/2022 00:00:00,10.041023840784435
share_5,08/23/2022 00:00:00,9.942048085358689
share_1,08/24/2022 00:00:00,10.249240262331837
share_2,08/24/2022 00:00:00,10.357264566793074
share_3,08/24/2022 00:00:00,10.07851042579747
share_4,08/24/2022 00:00:00,10.113116669215877
share_5,08/24/2022 00:00:00,9.988748514246154
share_1,08/25/2022 00:00:00,10.09465441071608
share_2,08/25/2022 00:00:00,10.351446505354161
share_3,08/25/2022 00:00:00,10.256104004093041
share_4,08/25/2022 00:00:00,10.09535526449487
share_5,08/25/2022 00:00:00,9.854498910969546
share_1,08/26/2022 00:00:00,10.380519540178122
share_2,08/26/2022 00:00:00,10.385481719527988
share_3,08/26/2022 00:00:00,10.524914905035281
share_4,08/26/2022 00:00:00,10.256331204785257
share_5,08/26/2022 00:00:00,9.75814769776787
share_1,08/29/2022 00:00:00,10.332758738515675
share_2,08/29/2022 00:00:00,10.287350460716217
share_3,08/29/2022 00:00:00,10.6867995794149
share_4,08/29/2022 00:00:00,10.261123144714475
share_5,08/29/2022 00:00:00,9.691328874751127
share_1,08/30/2022 00:00:00,10.309926306089885
share_2,08/30/2022 00:00:00,10.101885363186694
share_3,08/30/2022 00:00:00,10.616431357639218
share_4,08/30/2022 00:00:00,10.094082358669521
share_5,08/30/2022 00:00:00,9.623204712360945
share_1,08/31/2022 00:00:00,10.250278529306184
share_2,08/31/2022 00:00:00,10.022385513654589
share_3,08/31/2022 00:00:00,10.648612810640484
share_4,08/31/2022 00:00:00,10.13925634243595
share_5,08/31/2022 00:00:00,9.6002504246356
share_1,09/01/2022 00:00:00,10.32771640126402
share_2,09/01/2022 00:00:00,10.24761501596958
share_3,09/01/2022 00:00:00,10.585043811825628
share_4,09/01/2022 00:00:00,10.114431447765929
share_5,09/01/2022 00:00:00,9.508357308114858
share_1,09/02/2022 00:00:00,10.42291420675946
share_2,09/02/2022 00:00:00,10.41853758130726
share_3,09/02/2022 00:00:00,10.908170446292887
share_4,09/02/2022 00:00:00,10.159634476923115
share_5,09/02/2022 00:00:00,9.683539028809545
share_1,09/05/2022 00:00:00,10.478549976253607
share_2,09/05/2022 00:00:00,10.493044117521588
share_3,09/05/2022 00:00:00,11.021272513727741
share_4,09/05/2022 00:00:00,10.167013477269634
share_5,09/05/2022 00:00:00,9.643755927587868
share_1,09/06/2022 00:00:00,10.487025470482308
share_2,09/06/2022 00:00:00,10.528785938384091
share_3,09/06/2022 00:00:00,11.245984140470018
share_4,09/06/2022 00:00:00,10.31240186584328
share_5,09/06/2022 00:00:00,9.575096819551597
share_1,09/07/2022 00:00:00,10.490603313095278
share_2,09/07/2022 00:00:00,10.415838507916387
share_3,09/07/2022 00:00:00,11.623475421449848
share_4,09/07/2022 00:00:00,10.45330875707228
share_5,09/07/2022 00:00:00,9.357737178349263
share_1,09/08/2022 00:00:00,10.666331677000711
share_2,09/08/2022 00:00:00,10.454584127291517
share_3,09/08/2022 00:00:00,11.743634506967345
share_4,09/08/2022 00:00:00,10.22739749628334
share_5,09/08/2022 00:00:00,9.361232016432831
share_1,09/09/2022 00:00:00,10.798863449370018
share_2,09/09/2022 00:00:00,10.537221800136914
share_3,09/09/2022 00:00:00,11.408551609932942
share_4,09/09/2022 00:00:00,10.29539617807311
share_5,09/09/2022 00:00:00,9.466586416724079
share_1,09/12/2022 00:00:00,10.75537225145952
share_2,09/12/2022 00:00:00,10.560921757232277
share_3,09/12/2022 00:00:00,11.562895749435457
share_4,09/12/2022 00:00:00,10.252242058290673
share_5,09/12/2022 00:00:00,9.75161406590166
share_1,09/13/2022 00:00:00,10.69865153813834
share_2,09/13/2022 00:00:00,10.59823139519584
share_3,09/13/2022 00:00:00,11.838422721372492
share_4,09/13/2022 00:00:00,10.247232975240776
share_5,09/13/2022 00:00:00,9.661454423440937
share_1,09/14/2022 00:00:00,10.81107277239885
share_2,09/14/2022 00:00:00,10.77241246348585
share_3,09/14/2022 00:00:00,11.779703074620262
share_4,09/14/2022 00:00:00,10.335098368310874
share_5,09/14/2022 00:00:00,9.719531257172525
share_1,09/15/2022 00:00:00,10.735835995844768
share_2,09/15/2022 00:00:00,11.08154425801629
share_3,09/15/2022 00:00:00,11.664055514252157
share_4,09/15/2022 00:00:00,10.291228460937509
share_5,09/15/2022 00:00:00,9.912052513169805
share_1,09/16/2022 00:00:00,10.713225467615697
share_2,09/16/2022 00:00:00,11.119724162989197
share_3,09/16/2022 00:00:00,11.422039658090643
share_4,09/16/2022 00:00:00,10.090408036897479
share_5,09/16/2022 00:00:00,10.045103949124314
share_1,09/19/2022 00:00:00,10.576379182911761
share_2,09/19/2022 00:00:00,11.173002956853724
share_3,09/19/2022 00:00:00,11.489827474905688
share_4,09/19/2022 00:00:00,10.003035323203987
share_5,09/19/2022 00:00:00,9.93841760946552
share_1,09/20/2022 00:00:00,10.665006074640694
share_2,09/20/2022 00:00:00,11.368995177062864
share_3,09/20/2022 00:00:00,11.63955065136323
share_4,09/20/2022 00:00:00,9.89544807857297
share_5,09/20/2022 00:00:00,10.111004707253665
share_1,09/21/2022 00:00:00,10.628946863827247
share_2,09/21/2022 00:00:00,11.582084135899233
share_3,09/21/2022 00:00:00,11.81508220170308
share_4,09/21/2022 00:00:00,9.998222214991824
share_5,09/21/2022 00:00:00,10.234885895136065
share_1,09/22/2022 00:00:00,10.534718564730747
share_2,09/22/2022 00:00:00,11.71277043957364
share_3,09/22/2022 00:00:00,12.136862165682116
share_4,09/22/2022 00:00:00,10.10020863672244
share_5,09/22/2022 00:00:00,10.191394164289163
share_1,09/23/2022 00:00:00,10.662485126198847
share_2,09/23/2022 00:00:00,11.686074549073467
share_3,09/23/2022 00:00:00,11.988425385407856
share_4,09/23/2022 00:00:00,10.235143235955096
share_5,09/23/2022 00:00:00,10.188081587026742
share_1,09/26/2022 00:00:00,10.586185498522592
share_2,09/26/2022 00:00:00,11.587362448872861
share_3,09/26/2022 00:00:00,12.045578467690433
share_4,09/26/2022 00:00:00,10.114345091162315
share_5,09/26/2022 00:00:00,10.189970306191425
share_1,09/27/2022 00:00:00,10.66577304533903
share_2,09/27/2022 00:00:00,11.634245884637552
share_3,09/27/2022 00:00:00,11.983459394943528
share_4,09/27/2022 00:00:00,10.072757802797154
share_5,09/27/2022 00:00:00,10.074449637440164
share_1,09/28/2022 00:00:00,10.72369465954484
share_2,09/28/2022 00:00:00,11.781468051718585
share_3,09/28/2022 00:00:00,12.317368743782982
share_4,09/28/2022 00:00:00,10.028176781030108
share_5,09/28/2022 00:00:00,10.077943012250039
share_1,09/29/2022 00:00:00,10.914246581755298
share_2,09/29/2022 00:00:00,11.886859560632496
share_3,09/29/2022 00:00:00,12.285850645804214
share_4,09/29/2022 00:00:00,9.908165382269358
share_5,09/29/2022 00:00:00,10.115405738454996
share_1,09/30/2022 00:00:00,11.258608368994338
share_2,09/30/2022 00:00:00,11.969649299541251
share_3,09/30/2022 00:00:00,12.494006241893816
share_4,09/30/2022 00:00:00,9.997198936661343
share_5,09/30/2022 00:00:00,10.05102091333416
share_1,10/03/2022 00:00:00,11.395059398618763
share_2,10/03/2022 00:00:00,11.826927309292492
