Id,DateOfPrice,Value
share_1,08/22/2022 00:00:00,10
share_1,08/23/2022 00:00:00,10.225909146665256
share_1,08/24/2022 00:00:00,10.49473579312706
share_1,08/25/2022 00:00:00,10.380784090830122
share_1,08/26/2022 00:00:00,10.262069641792936
share_1,08/29/2022 00:00:00,10.287507372942121
share_1,08/30/2022 00:00:00,10.251568903869536
share_1,08/31/2022 00:00:00,10.135600221266422
share_1,09/01/2022 00:00:00,10.19164946951618
share_1,09/02/2022 00:00:00,10.06734291452377
share_1,09/05/2022 00:00:00,10.195031034782588
share_1,09/06/2022 00:00:00,10.178116644216095
share_1,09/07/2022 00:00:00,10.319866871685251
share_1,09/08/2022 00:00:00,10.331767385925458
share_1,09/09/2022 00:00:00,10.337776385781538
share_1,09/12/2022 00:00:00,10.616832004731796
share_1,09/13/2022 00:00:00,10.76563473862813
share_1,09/14/2022 00:00:00,10.765352572003874
share_1,09/15/2022 00:00:00,10.695003981343318
share_1,09/16/2022 00:00:00,10.603515346930026
share_1,09/19/2022 00:00:00,10.736673275357761
share_1,09/20/2022 00:00:00,10.76471293257581
share_1,09/21/2022 00:00:00,10.741799086627037
share_1,09/22/2022 00:00:00,10.915223106727016
share_1,09/23/2022 00:00:00,10.643399085689264
share_1,09/26/2022 00:00:00,10.643027429218716
share_1,09/27/2022 00:00:00,10.665754900955841
share_1,09/28/2022 00:00:00,10.7320536241345
share_1,09/29/2022 00:00:00,10.56896410650407
share_1,09/30/2022 00:00:00,10.521304690266842
share_1,10/03/2022 00:00:00,10.480274475270312
share_1,10/04/2022 00:00:00,10.604833710625925
share_1,10/05/2022 00:00:00,10.481938050090886
share_1,10/06/2022 00:00:00,10.5257828545612
share_1,10/07/2022 00:00:00,10.541727504785515
share_1,10/10/2022 00:00:00,10.456169413601502
share_1,10/11/2022 00:00:00,10.330853464668955
share_1,10/12/2022 00:00:00,10.247653125664096
share_1,10/13/2022 00:00:00,10.13102954395755
share_1,10/14/2022 00:00:00,10.005715549833319
share_1,10/17/2022 00:00:00,10.015741453948866
share_1,10/18/2022 00:00:00,9.982014809335148
share_1,10/19/2022 00:00:00,10.070813140630223
share_1,10/20/2022 00:00:00,10.062364156620918
share_1,10/21/2022 00:00:00,10.101255593539696
